throughput_mbps,congestion_ratio,packet_loss_percent,latency_ms,jitter_ms,line_down
71.76,0.7176,7.04,43.59,4.54,0
53.32,0.5332,6.75,15.9,3.25,0
28.8,0.288,10.15,33.5,4.39,0
19.05,0.1905,5.66,31.98,3.22,0
30.55,0.3055,4.72,10.91,2.73,0
18.34,0.1834,8.01,35.27,5.13,0
67.05,0.6705,4.89,26.39,3.76,0
60.83,0.6083,7.02,17.85,3.22,0
36.24,0.3624,10.85,36.26,5.15,0
44.72,0.4472,6.51,39.5,4.8,0
15.15,0.1515,9.02,37.94,5.05,0
63.15,0.6315,3.5,16.4,3.52,0
59.02,0.5902,8.97,22.73,3.42,0
53.21,0.5321,6.39,20.17,2.29,0
35.21,0.3521,4.27,14.09,3.39,0
81.43,0.8143,3.05,29.74,4.52,0
36.49,0.3649,4.27,12.94,1.67,0
53.63,0.5363,7.31,23.89,3.26,0
74.34,0.7434,5.05,26.98,3.16,0
52.92,0.5292,4.49,28.54,3.27,0
47.04,0.4704,8.79,33.25,5.01,0
36.47,0.3647,5.42,24.99,4.02,0
23.1,0.231,7.48,33.4,5.25,0
71.28,0.7128,4.48,34.45,5.06,0
24.53,0.2453,6.17,33.53,4.26,0
34.2,0.342,9.03,24.23,3.01,0
26.2,0.262,3.66,26.82,3.17,0
53.26,0.5326,7.14,11.82,2.79,0
36.95,0.3695,5.84,18.36,2.43,0
17.99,0.1799,6.41,9.67,2.9,0
25.54,0.2554,4.25,25.48,3.91,0
46.44,0.4644,6.27,28.41,4.07,0
65.67,0.6567,6.88,25.02,3.54,0
79.84,0.7984,2.31,19.23,2.84,0
21.05,0.2105,6.33,27.21,4.47,0
40.74,0.4074,7.81,30.04,3.44,0
22.56,0.2256,15.65,51.97,6.68,1
46.2,0.462,4.89,25.29,2.79,0
77.64,0.7764,7.24,37.67,4.79,0
59.94,0.5994,5.34,30.39,3.29,0
35.05,0.3505,11.36,30.01,3.94,0
96.09,0.9609,2.93,4.01,1.54,0
77.7,0.777,5.27,9.81,1.45,0
57.34,0.5734,5.52,13.12,3.05,0
69.21,0.6921,3.93,18.02,2.56,0
85.59,0.8559,4.32,19.45,3.8,0
81.36,0.8136,5.86,40.9,5.13,0
40.68,0.4068,3.67,14.49,2.64,0
47.34,0.4734,10.17,28.68,3.66,0
40.18,0.4018,10.75,37.95,4.43,0
32.32,0.3232,5.22,7.96,1.51,0
34.02,0.3402,8.69,27.83,4.44,0
31.86,0.3186,9.5,42.06,4.85,0
40.31,0.4031,1.8,29.06,4.39,0
65.21,0.6521,1.76,28.6,4.78,0
49.71,0.4971,5.26,22.29,2.56,0
18.14,0.1814,6.17,32.82,4.99,0
80.3,0.803,8.24,16.87,3.25,0
21.61,0.2161,5.0,19.45,2.06,0
66.03,0.6603,10.1,31.08,4.97,0
45.64,0.4564,5.81,27.91,4.5,0
73.59,0.7359,1.9,22.56,2.74,0
73.77,0.7377,8.26,39.89,5.98,0
70.16,0.7016,5.13,40.57,5.22,0
36.28,0.3628,3.71,27.36,3.1,0
36.95,0.3695,6.97,19.53,3.75,0
49.53,0.4953,8.51,24.52,2.49,0
25.84,0.2584,1.41,3.3,0.48,0
26.89,0.2689,4.71,15.76,3.41,0
12.89,0.1289,12.72,30.41,4.49,1
78.69,0.7869,5.71,35.34,4.47,0
35.1,0.351,1.49,29.62,3.72,0
64.1,0.641,1.66,8.8,0.97,0
51.83,0.5183,8.22,20.94,2.31,0
80.01,0.8001,4.01,4.07,0.67,0
19.39,0.1939,5.59,25.74,3.38,0
17.0,0.17,6.62,21.78,4.02,0
24.74,0.2474,3.03,32.99,4.98,0
69.6,0.696,8.86,26.32,2.66,0
48.38,0.4838,2.35,26.7,4.52,0
50.6,0.506,8.72,35.19,4.56,0
35.11,0.3511,9.76,36.46,4.94,0
37.48,0.3748,5.33,14.62,1.53,0
36.52,0.3652,9.11,44.56,5.74,0
22.21,0.2221,6.14,14.83,2.07,0
57.92,0.5792,4.24,32.19,3.34,0
56.12,0.5612,7.23,21.65,3.14,0
23.54,0.2354,5.2,7.63,1.83,0
59.1,0.591,4.69,20.63,3.68,0
70.53,0.7053,7.43,21.04,4.09,0
57.24,0.5724,4.99,12.88,3.14,0
41.53,0.4153,2.86,11.95,1.89,0
43.33,0.4333,3.03,12.31,3.08,0
75.23,0.7523,5.52,23.64,3.01,0
35.91,0.3591,11.64,34.67,4.4,0
42.07,0.4207,5.22,9.49,2.32,0
61.19,0.6119,4.63,15.33,1.6,0
65.7,0.657,7.15,19.0,2.0,0
28.67,0.2867,6.52,17.65,2.08,0
83.49,0.8349,5.13,24.45,3.82,0
68.96,0.6896,11.13,33.7,4.29,0
32.03,0.3203,4.76,33.63,4.12,0
65.79,0.6579,3.92,34.6,4.76,0
36.2,0.362,7.77,34.22,5.05,0
24.87,0.2487,4.57,27.47,3.71,0
79.62,0.7962,6.75,26.5,3.67,0
50.74,0.5074,5.8,22.09,2.53,0
69.33,0.6933,8.12,20.01,3.79,0
30.6,0.306,4.89,21.66,2.74,0
79.72,0.7972,5.27,24.21,3.89,0
74.69,0.7469,4.59,7.01,1.58,0
29.04,0.2904,6.53,15.33,1.98,0
28.47,0.2847,7.41,32.8,3.57,0
22.24,0.2224,4.63,12.52,1.31,0
83.41,0.8341,3.29,26.19,3.87,0
46.81,0.4681,9.54,51.62,6.97,0
54.52,0.5452,9.12,41.69,5.66,0
49.84,0.4984,4.58,27.37,3.67,0
77.84,0.7784,8.2,15.0,1.88,0
44.94,0.4494,5.38,15.73,1.91,0
90.36,0.9036,3.67,6.01,2.13,0
25.75,0.2575,12.76,21.82,2.92,0
38.74,0.3874,8.88,29.43,3.57,0
47.84,0.4784,4.54,29.72,3.91,0
20.88,0.2088,6.72,14.21,2.66,0
52.09,0.5209,8.76,37.12,5.3,0
44.32,0.4432,6.49,33.62,5.3,0
25.58,0.2558,4.92,17.32,2.51,0
42.5,0.425,10.78,32.27,4.28,0
79.49,0.7949,8.16,36.69,4.44,0
82.48,0.8248,2.6,32.14,4.36,0
32.73,0.3273,6.34,31.25,4.81,0
46.49,0.4649,8.45,22.05,2.26,0
43.62,0.4362,3.46,18.32,2.86,0
79.49,0.7949,2.6,31.25,4.48,0
23.33,0.2333,3.01,6.34,1.92,0
42.54,0.4254,5.64,38.67,5.36,0
43.66,0.4366,3.07,6.48,2.31,0
15.86,0.1586,11.49,46.31,5.85,0
57.75,0.5775,10.9,34.5,5.4,0
27.33,0.2733,9.34,32.95,4.53,0
59.79,0.5979,3.25,28.02,3.24,0
35.88,0.3588,7.4,23.79,3.26,0
62.53,0.6253,9.65,22.83,2.97,0
20.58,0.2058,5.65,38.76,5.79,0
33.54,0.3354,9.04,38.35,5.3,0
35.69,0.3569,5.1,13.61,1.99,0
44.15,0.4415,7.22,27.88,3.56,0
37.08,0.3708,15.24,48.26,6.75,1
19.6,0.196,7.36,41.18,5.47,0
49.21,0.4921,5.0,13.36,1.75,0
50.26,0.5026,3.49,5.28,1.38,0
37.92,0.3792,8.73,12.7,2.48,0
71.23,0.7123,6.41,39.65,4.22,0
37.14,0.3714,3.19,9.75,1.31,0
46.1,0.461,5.66,32.6,4.44,0
82.45,0.8245,5.67,7.89,1.1,0
19.6,0.196,8.69,36.71,4.08,0
36.83,0.3683,8.11,34.87,3.79,0
45.35,0.4535,4.83,14.28,1.45,0
56.55,0.5655,2.32,31.78,3.5,0
65.2,0.652,7.59,21.03,2.33,0
53.3,0.533,6.69,38.97,4.11,0
50.66,0.5066,3.34,32.39,3.68,0
30.69,0.3069,3.9,31.61,5.05,0
72.23,0.7223,4.62,7.55,1.46,0
54.74,0.5474,5.21,15.71,1.59,0
89.37,0.8937,6.56,24.6,4.46,0
69.63,0.6963,3.45,28.22,3.05,0
20.67,0.2067,10.69,45.03,4.78,1
24.01,0.2401,4.92,16.37,3.42,0
43.09,0.4309,6.93,45.91,6.07,0
49.48,0.4948,7.37,15.87,2.34,0
34.54,0.3454,7.61,21.02,3.87,0
32.59,0.3259,7.05,7.23,1.12,0
43.08,0.4308,6.05,8.27,1.83,0
82.77,0.8277,5.79,11.19,2.7,0
26.75,0.2675,12.4,43.06,4.4,0
14.91,0.1491,8.9,47.89,6.73,0
49.7,0.497,7.71,12.21,1.5,0
58.74,0.5874,4.09,19.81,2.12,0
47.22,0.4722,7.21,9.94,1.42,0
23.53,0.2353,6.32,24.61,2.78,0
48.52,0.4852,6.47,24.18,3.61,0
23.1,0.231,1.64,7.77,1.92,0
64.96,0.6496,6.75,36.26,4.57,0
69.37,0.6937,4.23,27.46,3.31,0
48.29,0.4829,5.09,7.58,2.72,0
35.51,0.3551,3.8,7.4,1.71,0
23.01,0.2301,6.7,23.49,2.86,0
39.39,0.3939,3.81,28.88,4.42,0
54.95,0.5495,1.57,13.88,2.06,0
41.43,0.4143,3.81,25.08,2.59,0
11.15,0.1115,18.06,52.42,6.03,1
78.04,0.7804,6.68,33.03,5.19,0
67.54,0.6754,5.49,31.13,3.55,0
46.63,0.4663,3.5,33.3,3.42,0
64.81,0.6481,6.82,17.74,3.4,0
24.1,0.241,11.56,23.44,4.18,0
67.65,0.6765,5.75,18.19,2.15,0
19.06,0.1906,3.2,32.68,4.99,0
47.09,0.4709,2.49,23.69,4.27,0
46.99,0.4699,3.86,14.66,2.9,0
54.03,0.5403,5.69,35.7,3.89,0
48.68,0.4868,8.28,30.53,4.11,0
34.34,0.3434,2.57,1.87,0.57,0
25.65,0.2565,7.27,23.5,2.71,0
47.57,0.4757,8.37,39.16,5.81,0
59.13,0.5913,4.68,16.54,3.25,0
47.08,0.4708,10.17,22.02,3.45,0
50.05,0.5005,6.88,13.18,1.9,0
65.48,0.6548,6.06,26.34,4.42,0
40.66,0.4066,8.19,26.92,3.19,0
50.73,0.5073,5.51,12.08,1.88,0
53.43,0.5343,4.34,32.98,5.29,0
18.61,0.1861,7.39,14.6,1.66,0
52.81,0.5281,4.38,32.97,3.48,0
72.18,0.7218,3.76,19.46,2.37,0
79.24,0.7924,2.64,27.31,4.12,0
49.5,0.495,5.87,32.0,4.49,0
42.66,0.4266,4.17,35.39,3.88,0
52.54,0.5254,5.37,27.43,3.05,0
77.35,0.7735,5.4,33.45,5.32,0
62.32,0.6232,8.59,33.74,3.68,0
65.96,0.6596,5.85,36.93,4.11,0
65.29,0.6529,6.04,8.83,2.22,0
22.68,0.2268,6.23,19.61,3.05,0
36.85,0.3685,11.36,34.5,4.6,0
38.68,0.3868,4.27,22.18,4.17,0
67.84,0.6784,6.29,25.72,2.68,0
24.09,0.2409,6.16,33.51,3.86,0
69.92,0.6992,8.5,38.34,4.69,0
35.47,0.3547,5.81,12.82,2.95,0
48.79,0.4879,5.58,29.47,3.39,0
35.45,0.3545,8.15,26.19,4.62,0
26.84,0.2684,6.53,32.86,5.04,0
76.74,0.7674,1.25,18.37,1.99,0
25.47,0.2547,3.56,10.69,2.3,0
28.13,0.2813,4.86,15.44,2.39,0
18.97,0.1897,8.9,41.88,5.11,0
54.96,0.5496,7.19,10.2,1.62,0
38.13,0.3813,5.68,24.34,3.26,0
43.06,0.4306,6.71,26.85,2.74,0
19.98,0.1998,7.7,35.39,3.98,0
48.67,0.4867,7.42,19.13,2.01,0
63.37,0.6337,7.2,23.64,3.62,0
47.6,0.476,15.32,36.16,4.11,1
38.86,0.3886,10.78,31.55,4.01,0
69.88,0.6988,2.72,12.49,3.15,0
59.86,0.5986,8.04,31.19,5.03,0
75.67,0.7567,8.52,20.57,3.08,0
41.51,0.4151,5.01,12.46,3.23,0
18.62,0.1862,6.06,24.6,3.61,0
48.92,0.4892,2.43,19.15,2.79,0
23.0,0.23,10.43,39.7,5.22,1
31.87,0.3187,6.31,23.82,2.38,0
21.48,0.2148,4.61,16.54,3.01,0
23.43,0.2343,9.09,18.75,2.19,0
69.96,0.6996,5.39,8.71,1.7,0
75.89,0.7589,3.25,33.05,4.3,0
41.51,0.4151,5.77,21.52,3.67,0
46.59,0.4659,2.73,20.09,2.84,0
50.1,0.501,7.19,37.39,5.22,0
53.58,0.5358,10.93,38.32,4.79,0
51.25,0.5125,2.54,15.55,1.96,0
44.4,0.444,4.19,32.2,3.64,0
42.17,0.4217,7.99,36.05,4.88,0
35.06,0.3506,5.05,9.83,2.25,0
53.61,0.5361,3.67,31.54,4.61,0
62.59,0.6259,10.69,17.71,2.48,0
26.47,0.2647,7.42,13.42,1.99,0
22.03,0.2203,4.94,32.43,4.64,0
51.97,0.5197,5.71,37.22,3.77,0
36.5,0.365,7.06,24.84,3.82,0
57.44,0.5744,5.0,35.67,5.44,0
63.96,0.6396,2.83,15.92,2.22,0
83.0,0.83,3.36,17.84,3.08,0
20.12,0.2012,11.58,37.59,3.92,1
36.51,0.3651,5.0,29.0,3.2,0
20.32,0.2032,5.9,20.77,2.81,0
23.81,0.2381,9.12,14.64,3.31,0
22.41,0.2241,8.91,28.43,3.15,0
17.71,0.1771,6.22,29.75,3.29,0
49.3,0.493,6.41,41.23,5.15,0
85.79,0.8579,5.09,12.38,2.91,0
77.99,0.7799,1.67,20.42,2.07,0
67.18,0.6718,3.25,14.99,3.21,0
71.52,0.7152,5.74,25.56,4.47,0
24.8,0.248,8.4,21.15,3.89,0
54.5,0.545,8.93,26.74,4.51,0
35.12,0.3512,5.86,25.26,3.44,0
29.4,0.294,3.38,31.25,3.22,0
20.9,0.209,8.7,24.58,3.85,0
64.61,0.6461,5.11,7.62,2.7,0
35.04,0.3504,4.13,11.13,2.83,0
60.17,0.6017,3.67,19.31,3.24,0
44.26,0.4426,3.24,32.66,5.0,0
25.28,0.2528,12.64,44.52,6.12,0
23.1,0.231,3.29,23.56,2.57,0
57.52,0.5752,4.61,6.35,0.98,0
45.69,0.4569,5.49,28.11,3.89,0
30.26,0.3026,5.78,10.12,2.85,0
86.68,0.8668,3.85,21.36,2.68,0
71.78,0.7178,7.75,35.24,3.66,0
23.27,0.2327,2.59,35.71,3.83,0
45.19,0.4519,2.11,3.72,1.05,0
56.74,0.5674,6.24,25.62,4.41,0
77.12,0.7712,4.65,24.95,2.72,0
47.2,0.472,2.15,1.75,1.32,0
78.09,0.7809,2.13,6.4,2.28,0
20.68,0.2068,5.25,39.69,5.8,0
82.74,0.8274,7.39,15.37,1.59,0
63.62,0.6362,7.81,40.45,4.52,0
60.34,0.6034,1.88,4.53,0.74,0
46.51,0.4651,14.56,49.23,6.21,1
58.99,0.5899,8.82,36.68,5.48,0
42.74,0.4274,9.76,38.92,3.93,0
22.61,0.2261,7.23,19.58,3.75,0
68.62,0.6862,4.84,36.23,5.37,0
78.73,0.7873,5.7,17.56,2.02,0
61.24,0.6124,7.29,27.08,2.73,0
21.48,0.2148,8.18,18.29,3.0,0
67.42,0.6742,5.9,14.0,2.84,0
58.88,0.5888,4.74,18.11,2.77,0
19.77,0.1977,6.38,26.16,3.98,0
57.81,0.5781,4.75,22.13,2.56,0
50.71,0.5071,10.48,25.01,3.57,0
52.42,0.5242,6.85,36.11,5.37,0
50.65,0.5065,10.52,43.99,5.55,0
54.69,0.5469,5.4,32.2,4.97,0
42.94,0.4294,6.08,22.89,2.7,0
44.66,0.4466,4.27,21.76,3.9,0
33.4,0.334,10.71,44.18,4.68,0
45.1,0.451,2.98,27.49,3.82,0
31.97,0.3197,11.05,21.62,3.14,0
59.47,0.5947,10.5,37.95,5.54,0
59.58,0.5958,4.86,30.16,4.09,0
69.93,0.6993,4.76,13.91,2.85,0
73.33,0.7333,0.76,30.35,3.39,0
59.88,0.5988,7.72,40.86,4.49,0
52.6,0.526,3.6,9.43,2.07,0
25.64,0.2564,8.74,27.12,4.66,0
56.36,0.5636,3.77,13.83,1.54,0
26.25,0.2625,6.53,6.97,1.14,0
69.36,0.6936,5.93,22.56,2.86,0
81.13,0.8113,7.99,30.75,3.85,0
64.5,0.645,2.46,8.71,2.13,0
35.17,0.3517,5.85,11.36,1.61,0
54.2,0.542,8.4,31.08,4.57,0
83.75,0.8375,3.39,22.98,4.13,0
79.42,0.7942,6.72,10.14,1.74,0
74.02,0.7402,4.95,32.57,3.53,0
63.49,0.6349,8.4,11.79,2.77,0
50.19,0.5019,6.2,34.35,5.19,0
68.62,0.6862,1.67,28.43,4.0,0
28.61,0.2861,5.28,40.48,5.22,0
57.34,0.5734,6.4,33.42,4.82,0
36.24,0.3624,8.65,29.3,4.86,0
14.08,0.1408,8.64,41.22,4.7,0
42.11,0.4211,0.9,6.33,1.2,0
24.03,0.2403,2.35,7.7,1.9,0
24.4,0.244,5.34,21.04,3.92,0
66.7,0.667,2.53,35.07,4.36,0
31.26,0.3126,0.17,26.45,3.03,0
17.97,0.1797,3.11,2.82,0.41,0
32.16,0.3216,6.94,22.25,3.71,0
79.5,0.795,6.03,16.75,2.51,0
52.52,0.5252,1.23,28.55,3.46,0
21.07,0.2107,7.25,7.17,1.88,0
23.15,0.2315,10.63,38.09,5.46,0
65.5,0.655,6.55,35.19,4.86,0
86.29,0.8629,4.31,21.36,3.07,0
71.18,0.7118,10.3,39.78,4.13,0
48.06,0.4806,10.47,29.99,3.41,0
95.61,0.9561,1.74,14.78,2.11,0
46.23,0.4623,9.23,34.21,5.37,0
65.63,0.6563,2.81,3.73,1.26,0
24.14,0.2414,6.18,15.72,2.62,0
33.52,0.3352,10.74,32.38,3.88,0
80.37,0.8037,3.16,9.25,0.96,0
67.28,0.6728,1.51,26.64,2.71,0
64.34,0.6434,5.41,5.87,0.7,0
20.11,0.2011,11.83,23.31,3.92,0
39.05,0.3905,6.39,13.32,1.99,0
26.72,0.2672,0.49,12.89,3.1,0
49.75,0.4975,1.94,26.31,3.14,0
75.06,0.7506,4.61,34.53,4.79,0
29.58,0.2958,10.52,22.54,3.91,0
95.52,0.9552,1.17,6.41,0.84,0
51.29,0.5129,9.98,42.36,4.51,0
49.33,0.4933,1.37,1.19,0.74,0
58.86,0.5886,4.11,26.21,2.93,0
74.24,0.7424,2.51,2.01,2.05,0
47.98,0.4798,6.37,32.11,4.67,0
48.41,0.4841,4.42,13.22,2.58,0
81.73,0.8173,0.89,10.08,2.67,0
48.17,0.4817,7.34,38.74,4.15,0
65.04,0.6504,2.69,17.28,2.4,0
76.11,0.7611,6.83,26.58,2.92,0
48.93,0.4893,6.44,37.32,4.54,0
22.76,0.2276,10.9,28.95,4.31,0
20.07,0.2007,6.39,25.48,3.21,0
21.92,0.2192,6.95,34.69,4.04,0
31.02,0.3102,2.54,21.73,2.86,0
53.98,0.5398,2.36,12.01,1.9,0
50.96,0.5096,9.39,27.56,3.21,0
57.85,0.5785,10.69,18.49,3.73,0
62.75,0.6275,3.2,19.21,3.51,0
83.98,0.8398,3.77,7.44,1.19,0
39.16,0.3916,5.45,28.07,2.9,0
22.59,0.2259,9.09,27.73,3.3,0
18.9,0.189,5.37,16.99,3.65,0
67.73,0.6773,10.81,42.26,5.42,0
40.04,0.4004,9.01,30.89,4.68,0
70.81,0.7081,5.25,6.05,2.32,0
32.29,0.3229,3.29,9.33,2.38,0
39.98,0.3998,1.72,5.5,0.88,0
43.59,0.4359,6.25,14.99,3.06,0
49.68,0.4968,4.2,7.51,1.12,0
47.86,0.4786,8.15,35.75,4.38,0
71.56,0.7156,6.08,43.87,4.89,0
28.96,0.2896,11.96,24.26,3.7,0
57.74,0.5774,9.82,30.7,4.22,0
31.82,0.3182,6.74,25.58,4.4,0
67.87,0.6787,6.54,24.28,2.46,0
73.99,0.7399,3.52,32.49,4.93,0
74.45,0.7445,2.47,22.17,4.02,0
55.76,0.5576,5.75,30.79,4.18,0
56.01,0.5601,7.97,17.46,2.23,0
26.65,0.2665,6.45,21.28,3.0,0
23.23,0.2323,8.61,25.48,2.98,0
40.69,0.4069,3.24,22.42,2.5,0
37.8,0.378,5.37,19.06,3.7,0
29.33,0.2933,6.03,7.07,2.03,0
43.28,0.4328,3.18,5.42,1.99,0
35.63,0.3563,8.63,43.94,4.66,0
61.73,0.6173,4.38,16.83,3.53,0
50.06,0.5006,10.91,34.73,4.95,0
26.43,0.2643,6.93,29.59,4.88,0
77.11,0.7711,2.94,18.5,3.25,0
39.91,0.3991,7.71,18.88,3.86,0
35.67,0.3567,13.66,39.47,5.6,0
63.66,0.6366,9.75,41.79,5.55,0
18.23,0.1823,6.78,10.55,1.31,0
34.9,0.349,5.57,22.15,3.6,0
32.12,0.3212,4.07,29.75,3.05,0
69.32,0.6932,1.46,8.12,1.3,0
25.03,0.2503,7.02,16.12,1.89,0
69.66,0.6966,5.4,19.94,3.74,0
78.88,0.7888,4.44,30.0,3.9,0
59.17,0.5917,2.7,2.28,1.18,0
52.58,0.5258,7.54,32.47,4.76,0
59.03,0.5903,2.39,12.88,1.62,0
22.19,0.2219,10.64,40.79,5.47,0
39.68,0.3968,1.99,17.94,2.37,0
65.11,0.6511,4.78,38.54,3.99,0
55.0,0.55,2.76,8.2,2.6,0
26.86,0.2686,1.58,6.52,1.65,0
71.36,0.7136,6.91,18.65,2.76,0
35.36,0.3536,11.65,29.19,3.07,0
39.58,0.3958,4.56,15.59,3.21,0
42.91,0.4291,7.05,6.84,2.24,0
55.61,0.5561,10.13,28.81,4.65,0
35.13,0.3513,8.77,29.71,3.79,0
53.91,0.5391,0.6,24.78,3.16,0
32.97,0.3297,7.85,36.31,5.07,0
33.7,0.337,9.31,31.59,3.87,0
67.05,0.6705,2.86,7.08,1.87,0
95.34,0.9534,1.66,19.52,3.93,0
72.83,0.7283,4.16,29.96,3.09,0
42.72,0.4272,4.57,19.45,1.95,0
57.38,0.5738,7.96,17.41,3.41,0
30.54,0.3054,5.63,33.47,3.42,0
60.78,0.6078,5.02,13.83,3.36,0
24.46,0.2446,5.01,21.97,3.6,0
34.62,0.3462,7.3,15.52,1.88,0
24.54,0.2454,5.11,38.29,4.98,0
17.25,0.1725,5.02,12.38,1.36,0
58.61,0.5861,8.31,18.03,3.1,0
31.95,0.3195,4.33,16.45,2.21,0
75.65,0.7565,4.41,25.5,3.85,0
54.3,0.543,8.72,23.24,3.91,0
58.67,0.5867,10.52,35.36,3.56,0
31.67,0.3167,2.97,24.38,2.99,0
66.7,0.667,6.57,15.25,3.08,0
55.75,0.5575,11.75,39.34,4.56,1
78.08,0.7808,6.74,13.02,1.41,0
23.6,0.236,9.5,28.44,4.14,0
25.89,0.2589,7.92,16.99,1.85,0
54.09,0.5409,7.22,30.78,3.61,0
41.96,0.4196,6.54,34.4,4.98,0
27.53,0.2753,11.93,38.57,3.93,0
33.8,0.338,11.11,26.69,4.09,0
24.26,0.2426,6.09,20.15,2.65,0
48.79,0.4879,6.1,11.66,2.97,0
21.16,0.2116,8.79,26.07,3.43,0
51.46,0.5146,6.23,32.38,3.5,0
19.46,0.1946,8.91,41.52,5.01,0
55.94,0.5594,7.24,31.63,4.4,0
29.27,0.2927,4.62,9.46,2.0,0
47.12,0.4712,2.21,14.72,2.47,0
68.28,0.6828,2.39,2.39,1.32,0
21.25,0.2125,7.85,39.19,4.41,0
47.55,0.4755,6.37,19.45,3.32,0
43.54,0.4354,5.77,40.98,5.8,0
55.63,0.5563,7.0,27.52,3.52,0
63.87,0.6387,1.13,1.21,0.65,0
30.11,0.3011,1.81,23.56,2.68,0
37.97,0.3797,3.97,28.82,4.82,0
20.5,0.205,4.84,7.12,1.37,0
51.33,0.5133,2.73,23.99,2.71,0
65.49,0.6549,4.57,26.11,4.28,0
53.27,0.5327,11.08,50.42,6.92,1
46.9,0.469,10.48,40.78,5.87,0
68.74,0.6874,3.81,29.67,3.08,0
55.57,0.5557,9.1,29.53,4.79,0
44.78,0.4478,0.51,21.28,3.1,0
38.15,0.3815,5.63,37.84,5.63,0
19.44,0.1944,2.63,14.69,2.67,0
19.13,0.1913,11.77,43.91,4.4,0
32.54,0.3254,6.52,22.44,3.8,0
37.19,0.3719,14.68,46.78,5.58,1
64.56,0.6456,4.98,27.37,3.89,0
56.97,0.5697,5.22,35.18,4.88,0
68.88,0.6888,2.3,22.53,3.79,0
37.8,0.378,5.29,14.52,1.65,0
67.92,0.6792,4.31,8.07,1.92,0
67.81,0.6781,7.1,18.79,2.4,0
61.17,0.6117,11.51,27.61,3.19,0
63.96,0.6396,6.17,21.39,2.94,0
26.08,0.2608,7.68,17.61,2.89,0
91.3,0.913,2.2,23.54,4.32,0
65.08,0.6508,3.23,12.26,2.68,0
74.42,0.7442,7.76,13.83,2.48,0
30.41,0.3041,3.79,14.63,2.81,0
32.66,0.3266,10.02,41.04,4.24,0
22.4,0.224,9.65,19.43,3.23,0
64.6,0.646,3.28,11.01,2.0,0
21.69,0.2169,7.92,22.45,4.11,0
63.27,0.6327,6.08,28.61,3.24,0
75.7,0.757,5.92,9.9,2.96,0
22.36,0.2236,9.23,43.62,4.69,0
78.59,0.7859,2.88,21.61,2.65,0
66.04,0.6604,11.55,34.92,5.13,0
38.93,0.3893,5.63,36.35,3.77,0
59.13,0.5913,6.37,21.2,3.31,0
72.9,0.729,3.53,28.83,4.03,0
75.08,0.7508,5.34,18.8,1.98,0
64.14,0.6414,4.1,30.17,4.05,0
75.09,0.7509,8.21,33.51,4.86,0
51.91,0.5191,2.85,33.18,4.57,0
56.37,0.5637,5.29,39.01,4.53,0
29.21,0.2921,3.39,8.71,2.71,0
58.86,0.5886,4.49,35.38,3.79,0
47.12,0.4712,7.87,37.98,5.35,0
28.88,0.2888,5.27,31.2,3.42,0
56.06,0.5606,8.95,14.01,3.16,0
78.13,0.7813,4.0,18.91,3.6,0
20.63,0.2063,3.4,18.36,2.74,0
28.72,0.2872,4.91,33.87,5.02,0
68.45,0.6845,5.57,8.32,2.61,0
21.72,0.2172,1.32,5.01,1.48,0
18.6,0.186,9.24,22.27,3.22,0
33.69,0.3369,3.07,28.67,4.5,0
24.37,0.2437,8.87,28.95,2.95,0
37.35,0.3735,11.76,38.41,4.15,0
13.25,0.1325,9.55,20.72,3.43,0
19.57,0.1957,2.41,35.38,5.05,0
39.43,0.3943,5.91,9.04,1.56,0
75.93,0.7593,4.42,25.1,3.67,0
44.98,0.4498,2.69,25.09,3.82,0
52.68,0.5268,12.65,25.2,3.45,0
36.38,0.3638,3.32,13.06,2.87,0
56.29,0.5629,3.42,17.1,3.64,0
28.19,0.2819,4.42,12.66,3.19,0
67.67,0.6767,9.29,23.88,2.88,0
48.05,0.4805,16.35,46.59,5.03,1
55.99,0.5599,5.6,18.18,2.34,0
42.56,0.4256,6.49,20.94,3.76,0
44.32,0.4432,12.81,35.17,3.85,1
62.42,0.6242,9.47,27.17,3.22,0
59.81,0.5981,6.74,35.35,3.75,0
39.32,0.3932,12.62,25.4,4.0,0
39.13,0.3913,4.36,30.75,3.14,0
39.02,0.3902,7.64,38.34,4.63,0
37.27,0.3727,7.72,21.1,3.42,0
61.36,0.6136,7.29,16.45,1.87,0
48.38,0.4838,3.85,14.39,2.0,0
67.1,0.671,2.18,26.35,4.48,0
58.2,0.582,9.92,44.29,5.56,0
18.13,0.1813,8.64,13.33,2.04,0
73.11,0.7311,4.68,21.11,3.99,0
37.22,0.3722,10.19,38.82,4.19,0
66.42,0.6642,4.08,17.91,2.63,0
25.96,0.2596,6.82,40.52,4.83,0
38.78,0.3878,7.65,29.74,3.76,0
61.65,0.6165,3.44,11.9,1.2,0
38.87,0.3887,0.98,14.93,2.84,0
67.62,0.6762,9.02,37.09,3.85,0
26.99,0.2699,7.72,39.96,5.9,0
25.6,0.256,2.03,2.09,2.18,0
27.41,0.2741,4.82,21.94,3.32,0
30.42,0.3042,9.14,31.08,3.42,0
54.2,0.542,6.24,13.94,1.94,0
42.83,0.4283,6.5,30.64,5.0,0
21.5,0.215,6.94,39.74,4.4,0
18.12,0.1812,6.38,29.76,4.58,0
26.56,0.2656,6.35,33.19,3.75,0
71.19,0.7119,7.61,21.42,2.22,0
